"content","sentiment"
"proritaskan driver online nya mitra kalian punya hak atas senang hidup kalo kalian punya akal pikir agama yg taat setan aja taat sama pe vipta nya kalian ko lebih setan laku nya sifat nya","0"
"mantul aplikasi gojek","1"
"gofood terus nambah mahal ongkir naik tambah biaya layan jadi ongkir gofood bawah km rp mending beli langsung dong mungkin msih bantu buat kalang mnengah atas kali mnengah bawah malah rugi","0"
"banyak promonya","1"
"datang cepat sampai tepat","1"
"aplikasi udah parah bgt adain promo yg korban driver gojek sendiri padahal gw milih bkn mode hemat antar biasa promo opsi antar malah ubah jadi mode hemat yg harus cmn menit makan anter jadi jam menit sampe gunta ganti driver","0"
"lebih mudah nyaman driver baik","1"
"sangat ramah","1"
"terimakasih gojek","1"
"mantap","1"
"cepat muas","1"
"pokok mantul","1"
"sedia fitur lihat no hp driver pesan kurang hubung driver","0"
"tutup pay letter susah udah mohon mohon gk d tutup gilir telat hari hari tlpn pake ancem datangin rumah suruh datang ngambang babi kalian","0"
"oke guy","1"
"mantap","1"
"layan cepat ramah kemudi nya","1"
"makin lot error terus ga keluar menu pdahal jaring bagus buka aps lancar gojek lot bngt","0"
"sering ngefreeze apk nya kadang situasi penting malah ngefreeze sendiri benah","1"
"aplikasi sering ksih voucher diskon gofood tp koq gk b pke tulis voucher gagal pakai mending gk usah ksih sekali dr pd cm php","1"
"udah jelas driver salah kok akun customer blokir wkwkwk aneh aja skrg gojek bukti jelas kekeuh","0"
"ok","1"
"tolak playlater","0"
"gocar xl bayar gabisa pake gopaylater","0"
"gojek karya anak bangsa semangkin jaya jaya lama laman","1"
"makin hari makin mahal aja promonya jg kagak lebih murah pake maxim klo klo pesan makan promonya gk dipake gilir gk gopay promo yg bayar pake gopay gilir isi gopay promonya hilang wkwkwkkwkw udah gitu lot banget tiba bsa kluar sndiri klo pke grab food promo bsa dimasukin pesan klo gofood cuma bsa plih satu iya klo biaya ongkir jgn trllu mahal apalgi biaya aplikasi makin hari smakin naik aja dipapua skrg maxim yg sering dipke","0"
"halo device crash kemarin tiba tiba ter logout lalu masuk sangat susah padahal jaring wifi atau kuota kencang update install ulang susah me layan atau pakai gopaynya ditindaklanjuti","0"
"ok","1"
"baik","1"
"aplikasi gajelas driver banyak sen lama sekali bahkan tdk hapus aplikasi kalo rugi sekali","0"
"pakai pickup tp malah diarahin gangpadahal jelas bisatolong baik","1"
"tranfer lama banget masuk ampas","0"
"eaay to use","1"
"ok","1"
"driver gojek banyak gak sabar menit tunggu udah bilang lama tunggu bukti chat baru nunggu menit langsung minta cancel","0"
"alhamdulillah sangat bantu butuh transportasi","1"
"banyakin promo nya sayyy skrg promo gofood kecil","1"
"bug melulu internet sedia padahal setel youtube search google gmn nih benerin dong apk nya","0"
"senang","1"
"okay","1"
"puas sekali","1"
"mamtapp","1"
"layan adu bagus tracking adu lapor yg buat c info track lewat email cek email adu gofood yg bayar pakai gopay terima chat dg c malah balas makan sistem sdh terima trus lapor adu tutup pihak c","0"
"bagus","1"
"buka","0"
"pengalama baik guna aplikasi","1"
"hari eroor gabisa buka","0"
"neng pake gojek murah dr belah hehe ramah drivernya sngt trbantu","1"
"top markotop deh","1"
"poko gojek paling the besf","1"
"sabar komunikatif","1"
"ok","1"
"paylater nya notif silah aju tetap","1"
"gojek sering crash hp samsung galaxy s bug nya baik device aman updatean baru software nya app gojek yg baru","0"
"mantap","1"
"ok","1"
"umum go pay blokir umur hidup jelas pihak go pay","0"
"baik","1"
"gopay later nya gak pakai","1"
"good","1"
"banyak discountnya","1"
"saldo gojek ga pakai apa apa ribet lama jadi male mau sen gofood buat balikin mood malah jadi makin badmood","0"
"woy jadi lola sama sering eror sih aplikasi pindah tau rasa dah","0"
"sep","1"
"kerennnnn bangetttt mantapppp","1"
"puas sekali","1"
"sangat bantu","1"
"ok","1"
"manfaat","1"
"ok","1"
"konsumen food banyak alih shopee goride indrevergojek sekarng liat drivernya main slotkarena sepi order ga bawa pulang duit susah buat kasih makan keluarga bohong kalau bilang gojek baik baik sytem sekarang bagong konsumen driver","0"
"baik sekali","1"
"gojek sekarang jelek tiba hang tutup sendiridl update g gituserver kalian mau ledak tujgn cuman cari cuan nambah tu kapasitas serverg enak banget makenyamalah promo makin sedikitkacau la pokok","0"
"jangan pakai gojek yg tiga kali nya bayar indihome gak saldo potong gak masuk status bayar minta hubung costumer gak respon","0"
"ok","1"
"nice","1"
"ok","1"
"sangat aman nyaman transportasi darurat sangat akurat sangat puas guna aplikasi","1"
"aplikasi nya bagus guna masyarakat","1"
"bagus","1"
"gojek the best sih tahan kan alhamdulillah selalu bantu ada gojek","1"
"top markotop murah nyaman aman pokoe jos gandozzz","1"
"harga sangat mahal","1"
"moga aplikasi depan lebih baik bayar belanja alfagift gk diupdate dulu mau update malah gk susah bangett","0"
"apa si ngeclose sedniri mulu org lg buru malah ngeclose","0"
"mantap tap mantap","1"
"top mergotop","1"
"jos","1"
"titik map akurat kritik lama gak da ubah beda sama aplikasi belah titik map jauh lebih akurat tanggap balas aplikasi isin ak lokasi sadah ijinkan karna gak guna aplikasi atur beda aplikasi belah tetap titik lokasi kurang akurat","1"
"gojek sangat bantu sarana transportasi baik jalan sendiri hantar makananminuman bantu mudah urus cepat tepat mudah","1"
"gofood sih skrg kalo driver nelpon cuma notif lagu sm getar doang g angkat telp ga tanda hp geter doang kalo gdriver blm matiin geter aja tu hape","1"
"ramah baik cepat","1"
"lelet","0"
"bagus","1"
"mantap","1"
"oke","1"
"gak vocher","0"
"good","1"
"senang karna bnyak promonya","1"
"tracking oke promo guna setia buat level juragan anak sultan banyak dong terimakasih gojek","1"
"aandalan banaget buat maka daan transsport","1"
"oke","1"
"makin update makin nggk jelas sering keluar macet yakin aplikasi nya bukan masalah jaring coba kalau update lebih baik bukan update malah makin buruk bikin pesan driver cari kalau nggk niat baik mending nggk usah update","0"
"mb apila","0"
"verifikasi ribet praktis","0"
"good aplikasi yg sangat bantu buat emak yg punya baby ga sempat masak perlu beli sat set pakai gojek aja","1"
"udah hari mau order apa minta tolak c bantu sungguh kecewa mohon segera tanggap kendala","0"
"internetnya g bilang internet mati","0"
"developer gojek buat sherlock chatnya dong aku cari sherlock chat driver ga tuh","1"
"ok","1"
"so far so good","1"
"sangat suka","1"
"banyak biaya jelas biaya apa","0"
"banyak update jadi loding terus gak bayar pake bca ahhhh","0"
"ok","1"
"sopir go card kalo tengah malamsubuh suka lecah tumpang cewe kalo sendiri utama dah kota cantik palangka raya","0"
"bagus lumayan","1"
"jalan yg senang komunikasi yg baik dg pak sopir","1"
"aplikasi kok malah makin kurang nyaman dipakemohon tingkat lebih baik","0"
"puas layan bpk gojek nya yg baik ramah terimakasih","1"
"oktepat mantap","1"
"gojek sangat lah bantu","1"
"aplikasi","1"
"aplikasi cepat aman percaya sangat mudah sekali","1"
"tgl bayar indihome sukses tgl tagih muncul ikut denda bayar indihome karna internet mati terang sukses ahir nya double bayar lapor gopay kata sukses semua suruh lapor indihome sukses satu hubung c gopay malah suruh lampirin bukti tulis telkom kalo gak percaya tlp sendiri telkom malah tutup tlp sama c gopay hati hati sama gopay c buruk sistem buruk komplain kali gak solusi malah tutup lapor","0"
"trs y iklan nya jadi ganggu","0"
"paylatter beku padahal gak telat bayar","1"
"keren pokok murah cepat","1"
"terimakasih layan moga tambah bagus layan nya gak mahal heheheh","1"
"enakk bgtbuat me makanantidak lag","1"
"ok","1"
"lah","1"
"mohon erti sangat ganggu aktivitas dikit iklan","0"
"aplikasi gojek diheaker orang tahu pakai goride privasi akun","0"
"bagus","1"
"mantap","1"
"transportasi gojek sangat keren","1"
"alhamdulillah gojek sangat bantu bisnis","1"
"apasih mau pesa tiket gk ad kota bnjrmasin","0"
"bagus","1"
"sempurna","1"
"susah driver sedang butuh","0"
"mantap","1"
"kalau kasih tip chating drivernya yaaa suka telat masuk","1"
"gojek is the best n only one","1"
"gocar hemat hapus aja gan","0"
"sangat bantu","1"
"perlu kali deha alkun","1"
"ubah pin kode otp masuk otomatis selalu ketetangannya salah otp","0"
"ojol pertama aku pake terimakasih gojek","1"
"ok","1"
"aplikasi gojek pelit bgt sm promo voucher asli dah gk voucher gojek gofood bayar tunai aja ongkirnya gk ngotak padahal deket jarak km ongkir hmpir rb dn pesan makan aja sesuai harga ongkirnya gk ngotak jangan pelit voucher gofood bayar tunai napa lamalama malas pake aplikasi gojek kalau ongkirnya deket aja sangat gak ngotak","0"
"mantap","1"
"goooooooood","1"
"driver nya ramah gk kayak driver belah","1"
"nyesel dowload apkduit tau kemanahub c tunggu xjam","0"
"baik","1"
"banyak promoo","1"
"bagus","1"
"akun punya","1"
"kadang lot ajh sih dah doang","1"
"senang guna aplikasi","1"
"lot","0"
"mantap","1"
"sering ketemu driver gocar yg male kerja mau jemput aja yg padahal dekat kata jauh","0"
"pesan makan tengah mati dapat driver kyk mana sistem gojek padahal dekat restoran banyak driver tp dapat drivernya kyk tunggu hari kiamat","0"
"akun blokir kata ada trx janggal aneh sekali akun gojek blokir limited permanen","0"
"lebih simpel","1"
"lagh terus parah","0"
"segala sesuatu jadi lebih mudah","1"
"the best","1"
"sekarang cukup baik layan nya oke harga netral aja lah sesuai layan moga depan tetap baik masalah","1"
"senang pakai gojek","1"
"good job","1"
"jangan sering update kek","1"
"bagus","1"
"suka belanja lebih muda terima kasih gojek","1"
"pesan tiba batal otomatis pesan ulang pesan promo bener aplikasi aneh batal gak","0"
"ok","1"
"betapa bahagia jalanjalan hambat beeeetaapaaaa bahagia mamam enak halang beeeetaapaaaa bahagia empattujuhtujuh udah gak bugsnya beeeetaapaaaa betapa bahagia lancar pakai gojek ayo semua apdet versinyaaaaaaaaaaaa","1"
"gojek tepat waktuhrg lebih murah bang ojolnya sopan","1"
"knp pake mode hemat promo nya ga pake male ah ga jadi beli","0"
"silaturahmi putus pinjam dulu","1"
"gak jelas nih aplikasi langgan gofoodplus hampir semua restoran logo plus langgan malah semua logo plus hilangin truss langgan gofoodplus apa guna tailah buat kalian yg mau langgan gofoodplus mending gak usah soal kalian sesal promo tipu mahh","0"
"habis update diplaystore mau bayar tagih digopaypinjma g muncul tagih padahal besok uda jatuh tempo sinyal kuat tp kata tagih blm muncul bena biar g kena denda","1"
"udah set bahasa indonesia beberapa ubah jadi bh inggris bad update","0"
"makin sering eror lama banget cari driver","0"
"aga aneh server nya gojek maaf ksh bintang","0"
"makin mantap","1"
"it","1"
"min adain gojek kota bangkinang provinsi riau dongg","1"
"good","1"
"tolong gojek fitur gofoodnya baru ganti pesan jadi sulit","1"
"food nya lama antar nya kaga kaya dulu cepet","0"
"lah","1"
"layan cukup baik","1"
"gokil","1"
"aku sangat suka goofod praktis perlu luar rumah forclose jngn salahin aplikasi liat hp kalian dulu ga pernah tuh forclose","1"
"dong pecatin aja driver sengaja cuekin tumpang tengah jam tarif aplikasi lu naik ngapain kasih driver sampah terus","0"
"makin kesini makin buruk driver susah gilir cancel tiba aplk nya mkin buruk","0"
"sangat bantu","1"
"sangat sangat mudah","1"
"lapar nunggu jam baru sampe manajemen gojek bagaimana sih drivernya lama banget sy sangat kecewa gojek klo kaya gin sy pindah yg aja dah","0"
"the best gojek","1"
"dodol","1"
"bantu","1"
"enak sistem yg kemaren dri findaya yg klo udh bayar dipake skrng udh ganti sistem udh bayar ehhhh diphp kata naik limit dipake nyata nyata zonk","0"
"terus tingkat","1"
"ga buka sama sekali padahal jaring bagus beberapa kali install ulang sama ga buka","0"
"login busuk","0"
"terima kasih gojek atas layan moga suksrs selalu","1"
"mantap alpikasi gojek tingkat perfoma alpikasi gojek","1"
"masuk daerah mangkat kalbar min","1"
"sangat bantu","1"
"apa dah map gajelas saya titik pick upnya greenland","0"
"mohon segera baik","0"
"cepat datang","1"
"layan sangat baikmembantu banget","1"
"gopay","1"
"kerenn","1"
"kasih sanksi yg berat driver yg sengaja lama terus batalin kalo gofood keburu makan dingin sering banget nemuin yg kaya gin kalo emg ga mao nerima nya dibatalin dr awal jangan udh tengah jam baru batalin udh gitu pa ganti driver malah capek ati cok kalo harus biar ngasih rating driver yg batalin kaya gitu ken banget rasa ngasih bintang","0"
"aplikasi suka bikin naik darah","0"
"tambahin fitur dark mode biar jalan sama tema hp sama benerin widgetnya masa widget ukur kecil makan space besar gak dikecilin ukur","1"
"tambah lama tambah ga bener top up kok ga masuk padahal dah potong bca ku kali top up hari ga dulu realtime ribet mending ikhlasin uninstal apk dah malas mahal kalo pake gopay ga driver banyak ala ga andalin","0"
"gopaylater nya eror tagih mau adu mana","0"
"cukup baik","1"
"sangat dukung sekali","1"
"layan lama kaya grab konsumen cancel lama luar bata normal lalu siapa salah costumer harga gopud beda sampe per item udah gitu kalian minta ongkos kirim kalian nomor darurat bebas pulsa hubung kalau jadi udah email gak selesai masalah makanya jangan pikir untung terus donk layan baik jangan jadi jajah negeri sendiri","0"
"makan nya mahal mahal lir mahal kasih ongkir nya murah cuma ribu lir murah ongkir nya lebih mahal makanannyaharga nya beda gojek mahal tempat nya murah sih mahalin cari voucher aja ribet ga recomed sih ni apk","0"
"makin gk jelas mpsnya","0"
"dangat bantu aktifitas","1"
"bagus","1"
"sangat mudah cepat pasti bantu banget transportasi","1"
"awesome apk","1"
"neng maunpergi dah tinggal masuk aplikasi aja","1"
"mantul","1"
"eh macaca fascicularis gua tadi mau bayar gak bisa ca kata salah pin sistem kau rusakk kek mana","0"
"senang pakai gojek","1"
"good","1"
"very good poko","1"
"bl gas bx","1"
"ok","1"
"susah login ulang","0"
"beri mudah lancar luar kota mudah erti mudah elektronik tagih","1"
"tingkat","1"
"memang jooosss","1"
"kok upgrad dokumen go pay plus susah bener sdh kali ga mau nya apa apl mau transfer jadi ga klo top up kayak mudah sekali ga hr foto ektp selfi seolaholah jebak pantes aja order gojek sepi wong c ngeluh kecewa aplikasi nya lot n ribet mungkin c gojek pindah k aplikasi belah yg lebih praktis","0"
"bentar baru nginstal hehe jdi kasih satu bintang duluu","0"
"gojek emang aplikasi ojek online paling de best lah suka sekali pakai gojek lebih murah banding yg gojek banyak voucher diskon sukses slalu buat gojek","1"
"ok","1"
"gojek sangat bantu","1"
"b aja","1"
"moga bagus konsisten","1"
"bintang wakil puasa","1"
"jauh layan nya bagus moga makin tingkat utk bonusgratis ongkirnya terimakasih","1"
"sungguh akhir aplikasi sering ngadat coba perangkat masalah sama","0"
"trimakasih","1"
"sangattt bantu sangat kualitas","1"
"ah setress sih nih aplikasith lebih pakai gopayleter gk pernah telat bayar masa skeng gk gunain pdahal gak tagih yg blm bayar uninstal jg nih","0"
"belum gopay blok udh clear sekarang pa udh langgan gofood plus flashsale nya diilangin wkwk pdhl langgan makin kapitalis aja ni gojek","0"
"okee","1"
"sangat bantu","1"
"nice","1"
"mantabz","1"
"aplikasi sangat bantu","1"
"heran buat cari aja lag banget pdhl sinyal internet lancar aja buat buka semua medsos kalo lot gin gua pindah grab dah","0"
"best","1"
"nyata gojek masuk nomor google message","1"
"sangat senang","1"
"azmijihl","1"
"mantapmudah","1"
"lot","1"
"batal customer selalu yg kena imbas driver jadi susah order padahal yg batal customer","0"
"bagus layan","1"
"cepat kirim","1"
"gas","1"
"sangat bantu","1"
"pesan makan ongkir kena rp abang ojolnya cuma kena rp antar sangat lama padahal tarif ongkos besar milih kirim yg lama tarif goceng paksa pindah order food grab sini manusiawi pesan lama","0"
"luar biasa","1"
"mantulll","1"
"guna","1"
"apa jaringanjaringan padahal bagus kuat","0"
"cool","1"
"akun beku terus padahal cancel driver suka maju anehh","0"
"baguss","1"
"beberapa kali pakai aplikasi akhirakhir gagal jaring baca putus padahal jaring bagus mau pesan kendara lebih sulit ratarata yg jauh","0"
"selamat siang bro gmna kabara sehat gila lo bro jajah d negeri sendiri","0"
"sangat senang maju terus","1"
"sangat baik","1"
"senang driver tau jalan yg cepat jadi cepet samapi dah thank bang driver","1"
"aplikasi sangat bantu me makan antar barang antar mana","1"
"gag semua tempat ojek padahal bandung barat susah lama","0"
"moga tambah bagus","1"
"bantu pergi luar rumah","1"
"gojek selalu tani arah jalan terimakasih atas layan kerjasamanya maju terus gojek ku gojek selalu hati","1"
"the best gojek","1"
"ok","1"
"apknya bagus loh mudah trx kmnapun","1"
"bos tf blm masuk knpa saldo gk kembali dana gopay nya mutasi dah kirim tpi knpa gk tanggap percaya tdk","0"
"cepat responya","1"
"siip","1"
"draver sahabat n tenang bw motor","1"
"map nya ga detail gak kayak grab shopee kalau mau pesan gofood","1"
"alhamdulillah sangat bantu urus transportasi anak bke sekolah insya allah aman percaya","1"
"mantap","1"
"harap gojek fitur langgan bulan jadi anter jemput ngga khawatir karna langgan kenal driver nya","1"
"ramah sopan baik","1"
"aplikasi lu makin gak jelas kampreet update bukan makin bagus malah jadi gak kualitas order gofood sampe menit bikin padahal nasipadang asa dulu mending dah sekarang kemarin udah gua kasih bintang karna bagus sekarang rating lu diturunin dulu biar ubah bener siallan","0"
"aku baru noba aplykasyi iny gessyy semogha usai ekspresi ku semangat","1"
"woyy aplikasi kampung gak jelas bikin susah aja hapus aja nih aplikasi gak gunaaaaaaa begoooooo","0"
"aplikasi bagusssss banget mudah bayar transaksi beli apa ajaaa jadi mudah segala","1"
"ojek nya lbh mahal dr belah express nya ga profesional udh tunggu jam cancel pihak mknan lbh murah dr sopi ga da yg tarik aplikasi lama uninstall aja aplikasi kyk nya mo tutup nih app nya","0"
"aplikasi lot bngt jelas bukan krna jaring sdh restart berapa kali ttp sama yg tadi mau ngegofood keburu bdmood grgr aplikasi lemotttt parah","0"
"layan muas","1"
"sangat muas order gak nunggu lama layan ramah","1"
"promo diskon makan k bayar gopay tp habis topap langsung hilang promonya marketing yg bagus","0"
"aplikasi tambah lot","0"
"ok","1"
"jauh paling jauh bagus","1"
"susah hapus riwayat trx","0"
"gojek selalu beri layan baik segi fitur yg mudah d paham ak segala usia","1"
"good","1"
"suka bgt karna banyak vouchernya mwehehe","1"
"nice","1"
"nice","1"
"cakep puas mantap","1"
"tiba tiba aja gak transfer antar gopay maupun bank makin aneh gopay langgan jadi lari aplikasi","0"
"sangat bantu mau mana dianterin","1"
"tbaga download","1"
"respon nya cepat aplikasi mudah","1"
"tahun komen ongkir gofood sangat mahal sekarang tahun ongkir tambah mahal udah harga merchant mark up ongkir mahal gak ngotak eh tambah biaya jasa aplikasi sangat kecewa segera tinggal gofood satu slogan yg cocok gofood miskin langgan","0"
"baik","1"
"aplikasi sangat kecewa pernah balas dm yg masuk via twitter x kirim email jawab mbuletmbulet jelas solutif to the point handle masalah","0"
"sekarang kalau pesan go food mantau driver makananan jadi alias driver nganter tuju alamat anter baru liat drivernya belum jauh lebih bagus mantau driver sejak terima order","0"
"bagus","1"
"mantap","1"
"kontosl","1"
"sangat mambantu","1"
"lag","0"
"mantap","1"
"rute yg pilih cepat driver nya ramah","1"
"selalu kecewa","1"
"keren baik is the best","1"
"on time","1"
"krl mau naik transjakarta apa pakai go transit berapa tiket","1"
"ngebantu sih ngebantu bgt cuma makin kesini makin ngelag ngcrush trs dmapsnya kadang gk jalan si drivernya baik lah","0"
"keren naik gocar rumah kakayg raba raba lokasi supirnya baik deh mobil bersih supirnya mau dengerin omong tau tauudah nyampe top deh","1"
"best tampil mesan yg lama langsung pantau posisi abang ojolnyakalo ubah tampil yg lebih baik dongbuat apa kasih gambar kartun kek gitugk penting","0"
"goshop milih warung dekat gak bisayg jauh bgthmmmklo tetangga belah kok masuk semua warung terdekattolong baik yah gojek banyakin promo voucher jgn mahal yah nyesek soal klo belanja deket ongkos mahal bgt orng jd mikir mending jalan sndiri","1"
"cepat tepat","1"
"sangat bantu cuma tadi angka nominal tdk jelas baca angka timpa karakter","1"
"skip","1"
"bagus","1"
"aflikasi sangat bantu bgt mau laper pergi mna gak usah ribet poko","1"
"asal mau order gojek selalu hilang aplikasi bagaimana nih aplikasi","0"
"cepat nyaman saat jalan tepat waktu","1"
"semua senang","1"
"payah lah gopay leter ga","0"
"aplikasi sekarang lemooottttt","1"
"good","1"
"kurir ramah baik sopan terimakasih","1"
"semenjak updated malah ga notif top up","0"
"drivernya baik aman tumpang perhati pilih rute baik","1"
"ok","1"
"aplikasi bagus sering pake buat transaksi","1"
"gak usah kirim kirim notif soal gopayletter gopinjambikin muakkk gak pernah telat tiba mati ala sopee aja kasih limit jt biasa ajaini yg kasih limit jt tele tele","0"
"sangat bantu","1"
"ok","1"
"hemat waktu","1"
"ok","1"
"mau hapus akun aja susahribetberbelitbanyak aturanruwetgak sat set","0"
"padahal udah pesan jadwal pa hari h gaada supir","0"
"kgk verifikasi anjeng pdhl jaring lancar kuota banyak simpan oke tp kode nya lamaaaaa bgt sumpah udh unistal trus instal lgi ttp gbisa verifikasi kode nya kirim telat mulu pntek pa ketik udh habis masa laku kocak kocak kocak","0"
"keren","1"
"ok","1"
"good","1"
"habis update tambah errorsering lag sen gofood ngk muncul rute nya paraahhh","0"
"tampil beda tdk norak","1"
"tf batal uang refund smpe skrng ga balik uang ny nyesel pake gojek","0"
"sip gojekindonesia","1"
"ok","1"
"sngat bantu","1"
"ramah tepat waktu","1"
"map abdet masak banyak masuk jalan buntu","1"
"tooop","1"
"yah internetnya mati padahal stabil","0"
"ok","1"
"gopay later gua gak beli pulsa gak tu mab mending findaya","0"
"sangat bantu","1"
"sangat muas","1"
"prose upgrade gopay plus lama sekali mau tf bank gabisa","0"
"aplikasi baik","1"
"sangat bantu","1"
"sy sen kopi nunggu menit layan makin lama ongkir makin mahal gojek edann","0"
"mahal mending grab","0"
"promonya uda mulai gk lawan","1"
"layan","1"
"sedia fitur driver perempuan khusus langgan perempuan","1"
"sangat bantu bgt","1"
"biasa lancar jaya sekarang udah kaya kura lamaaaaaa banget loadingnya malah kadang keluar sendiri","0"
"aplikasi cepat layan aman mantap","1"
"mantap","1"
"ayo gojek jangan asalasalan rekrut driver pasti driver ojol junjung tinggi atur sopan tata tertib lalu lintas jgn enak nyelonong jalan dgn ala bawa tumpang jadi butuh urgent gak gitu dong tindak lanjut driver ugalan suka ngomong kasar kendara jalan","0"
"ok","1"
"jelek gak transfer harga makan mahal","0"
"opsi login email nomor tak aktif tau kapan akhir kali order jadi prose kembali akun lama laku bayar gopaylater guna bank bca topup gopay ribet niat mau bayar nyicil jadi malas jadi malas lanjut pake gopaylater","1"
"ok","1"
"biaya layan yg mahal tp layan memuaskansering kali aplikasi error jam sibuk","0"
"mntep","1"
"sistem bayar gopay jd ribet nunggu kode otp gojek dulu kadang adaa sekarang lebih parah pernah pakai gojek sekali mau sen gofood notifikasi akun suspend","0"
"baik mapsnya","1"
"top","1"
"tanjung balai karimun gada restoran sama sekali","0"
"ok","1"
"aplikasi buat mudah jalan promo jalan malah skrg udah jarang diksh makin sering pakai malah makin gk dpt promo diskon mau gimana","1"
"aplikasi mudah guna layan beri makin mahal","1"
"good","1"
"good","1"
"kagak jelas awal bagus ikan fasilitas gopaylater jaga histori bayar telat pa upgrade tiba tiba fasilitas paylaternyaapa maksud ga jelas banget","0"
"aplikasi burik mau payment qr aja selalu ga padahal aplikasi","0"
"ongkirnya gofood sekarang mahal sekali yaa pdhl jarak km ongkirnya an","0"
"aplikasi yg sangat membantukeren","1"
"bagus pi","1"
"good job","1"
"gopaylatter udh upgrade dipakenya cuma sekali gimana sih maksud padahal limit banyak banget mau sen gofood gak","0"
"wkwkwkwk semenjak tinggal bpk nadiem gojek dekat bangkrut karya anak bangsa yg d bangga kan kuasa asing malah dekat hancur","0"
"ok","1"
"fitur lokasi baik kali salah lokasi akibat fitur jadi sy paksa kali kasih gofood gojek","0"
"jaring bgus tpi lagapalah","1"
"tepat waktu","1"
"pokok oke semua deh","1"
"lama banget daptin drivernya mending pake maxim cepet","0"
"makin lot apk nya tolol","0"
"aplikasi nya bagus fitur nya mudah paham transfer teman cepat mudah gak ribet","1"
"aplikasi lot","0"
"sejak pindah gopaylater pindaya mab malah kendala gak guna buat transaksi metode bayar gopaylater sekian lama guna metode bayar paylater baru sekarang kecewa","0"
"tdaj bsa masuk akun gojek","0"
"exelent","1"
"masuk gojek","1"
"nya mudah segala urus","1"
"gojek tlg dong tatar lgi buat driver utama gofood rekrut driver yg melek tekhnologi jgn yg gaptekyg pinter baca map masalahny seringkali nganter barang nyasar kok malah nyalahin konsumen sangat sering blj online tpi driver dri gojek seringkali masalah dlm cari lokasi harap baik","1"
"aplikasi nya mantap","1"
"sangat bantu sekali mantap","1"
"mantap","1"
"aplikasi sangat bantu","1"
"iklanya muncul terus","0"
"iya gan gak","1"
"sangat bantu kalih ada gojek","1"
"gojek depan oke punya","1"
"sial banget gojek makin update malah buat mood gw hancur masak mau buka aplikasi nya lapar mau pesan makan malah gak buka justru malah keluar tulis yeaah internet mu mati coba masuk padahal gw liat sinyal gw lancar normal gak hilang gak naik turun malah bilang mati hingga akhir nya gw tahan lapar hingga pagi","0"
"amazing","1"
"baik tingkat","1"
"mantap","1"
"driver maen cancel pihak driver ramdhan apriadi f rb suzuki ignis kenan jemput pasien rsud bogor masalah dapet ganti driver posisi lebih jauh tunggu lama jam pulang kerja","0"
"payah banget appnya bentar ngefreeze mulu cape bolak balik kudu keluar n buka ulang","0"
"superior","1"
"sangat bantu banget","1"
"good","1"
"semenjak fitur dompet gopaynya pisah apk customer gojekorderan gofood makin langka tampil kurang tarik semenjak hilang fitur gopay cointfpaylater apkkalah sama apk yg nyatu","1"
"apk gajelas pa udah beli langgan gratis ongkir malah promo nya hilang","0"
"sering bgt kirim tolak","0"
"sangat bantu","1"
"mantul","1"
"terimakasih","1"
"mudah erti","1"
"mantap","1"
"mau bayar gopay pinjam nunggu notipikasi bayar pitur bayar nya bayar kapan aja","0"
"mantap apk nyaaitu komen jelek mungkin hp aja yg kentang","1"
"aplikasi sangat bagus","1"
"mntul","1"
"ok","1"
"ok","0"
"makin gaje gin padahal hampir tiap pagi sen tuju yg sama akhir dipilihin rute yg putar alhasil tarif ikut bengkak yg bener dong gojeeekkkkk mana gak ubah hadeh","0"
"utama nyaman kendara terima kasih","1"
"harga makan ongkir biaya lain mahal tuuhhhbiaya lain emang apa sihgojek makin kesini makin gak ngotak","0"
"ok","1"
"senang apk baik","1"
"sekarang gojek bila memesannyari drivernya lama banget kota bangilpasuruan sedikit drivernya","1"
"bantu sekali masyarakat","1"
"mantap","1"
"jangan install gajelas tiba akun banned kata penyalahgunaan promo padahal baru nyoba install","0"
"lama nunggu mnt ga dateng bikin telat jadwal travelku","0"
"layan customer makin lama makin gak jelas customer kecewa puas in dong layan buat customer mahal banget transaksi go food nya gojek bikin kecewa customer","0"
"tingkat kualitas layan nya utama jam sibuk kantorsekolah","1"
"mantappp","1"
"sangat bantu kerja","1"
"jos","1"
"tarif mahal vocer gaguna ngentd","0"
"apk bgst ngeselin bet","0"
"udh instal bbrapa kali tth nggk masuk aja","0"
"kasih nomer langsung telp buat adu","0"
"sangat bantu aktifitas gampang nyaman moga makin bagus","1"
"bagus","1"
"good","1"
"top","1"
"biaya go food makin mahal","0"
"good","1"
"baru kali ngalamin kendala pake apk gojek password salah terus tuh padahal selalu benar dah bikin muak aja apk nya","0"
"buat urus angkut barang jadi lebih mudah","1"
"tiba aplikasi ngelag trus hapus download ulang tetep gaj dbuka mana saldo dong admin gojek bantu gin ulang diwnload jg ga mau buka aplikasi","0"
"mantap","1"
"katro ga jelas masuk kode sesuai email berkalikali tetap bilang salah","0"
"cepat","1"
"sangat bantu","1"
"kirain doang yg error sm aplikasi nyata banyak yg komplen baik bug nya soal skrng mau buka gak buka malah keluar sendiri trm ksh","0"
"bagus alhamdulillah","1"
"sering lag stak map ubah terus payah","1"
"good","1"
"sgt bantu","1"
"mudah jalan","1"
"apk sering banget ngefreeze close dulu baru gunain jd sangat efektif karna ngulang step mesennya","0"
"go mart ngilang goshop ilang ntah lah","1"
